key	address	annote	author	booktitle	crossref	chapter	doi	edition	editor	eprint	howpublished	institution	journal	month	note	number	organization	pages	publisher	school	series	title	type	url	volume	year
thiele2011a	England	 	Thiele, Ines  and Hyduke, Daniel R.  and Steeb, Benjamin  and Fankam, Guy  and Allen, Douglas K.  and Bazzani, Susanna  and Charusanti, Pep  and Chen, Feng-Chi {C}. and Fleming, Ronan M. T.  and Hsiung, Chao A.  and De Keersmaecker, Sigrid {C}. J.  and Liao, Yu-Chieh {C}. and Marchal, Kathleen  and Mo, Monica L.  and \"{O}zdemir, Emre  and Raghunathan, Anu  and Reed, Jennifer L.  and Shin, Sook-il {I}. and Sigurbj\"{o}rnsd\'{o}ttir, Sara  and Steinmann, Jonas  and Sudarsan, Suresh  and Swainston, Neil  and Thijs, Inge M.  and Zengler, Karsten  and Palsson, Bernhard O.  and Adkins, Joshua N.  and Bumann, Dirk	 	 	 	10.1186/1752-0509-5-8	 	 	 	 	 	BMC Systems Biology	January	 	 	 	8	 	 	 	A community effort towards a knowledge-base and mathematical model of the human pathogen Salmonella Typhimurium LT2	 		5	2011
haus2011a	England	 	Haus, Sylvia  and Jabbari, Sara  and Millat, Thomas  and Janssen, Holger  and Fischer, Ralf-J\"{o}rg J. and Bahl, Hubert  and King, John R.  and Wolkenhauer, Olaf	 	 	 	10.1186/1752-0509-5-10	 	 	 	 	 	BMC Systems Biology	January	 	 	 	10	 	 	 	A systems biology approach to investigate the effect of pH-induced gene regulation on solvent production by Clostridium acetobutylicum in continuous culture	 		5	2011
pillay2011the	England	 	Pillay, Ch\'{e} S.  and Hofmeyr, Jan-Hendrik S. H. and Rohwer, Johann M.	 	 	 	10.1186/1752-0509-5-15	 	 	 	 	 	BMC Systems Biology	January	 	 	 	15	 	 	 	The logic of kinetic regulation in the thioredoxin system	 		5	2011
pabinger2011memosys	England	 	Pabinger, Stephan  and Rader, Robert  and Agren, Rasmus  and Nielsen, Jens  and Trajanoski, Zlatko	 	 	 	10.1186/1752-0509-5-20	 	 	 	 	 	BMC Systems Biology	 	 	 	 	20	 	 	 	MEMOSys: Bioinformatics platform for genome-scale metabolic models	 		5	2011
verwoerd2011a	England	 	Verwoerd, Wynand S.	 	 	 	10.1186/1752-0509-5-25	 	 	 	 	 	BMC Systems Biology	February	 	 	 	25	 	 	 	A new computational method to split large biochemical networks into coherent subnets	 		5	2011
satish2011metabolic	England	 	Satish Kumar, Vinay  and Ferry, James G.  and Maranas, Costas D.	 	 	 	10.1186/1752-0509-5-28	 	 	 	 	 	BMC Systems Biology	February	 	 	 	28	 	 	 	Metabolic reconstruction of the archaeon methanogen Methanosarcina Acetivorans	 		5	2011
naruo2011epidermal	England	 	Naruo, Yoshimi  and Nagashima, Takeshi  and Ushikoshi-Nakayama, Ryoko  and Saeki, Yuko  and Nakakuki, Takashi  and Naka, Takashi  and Tanaka, Hiroshi  and Tsai, Shih-Feng F. and Okada-Hatakeyama, Mariko	 	 	 	10.1186/1752-0509-5-29	 	 	 	 	 	BMC Systems Biology	February	 	 	 	29	 	 	 	Epidermal growth factor receptor mutation in combination with expression of MIG6 alters gefitinib sensitivity	 		5	2011
sorokina2011microarray	England	 	Sorokina, Oksana  and Corellou, Florence  and Dauvill\'{e}e, David  and Sorokin, Anatoly  and Goryanin, Igor  and Ball, Steven  and Bouget, Fran\c{c}ois-Yves Y. and Millar, Andrew J.	 	 	 	10.1186/1752-0509-5-36	 	 	 	 	 	BMC Systems Biology	February	 	 	 	36	 	 	 	Microarray data can predict diurnal changes of starch content in the picoalga Ostreococcus	 		5	2011
sonnenschein2011analog	England	 	Sonnenschein, Nikolaus  and Geertz, Marcel  and Muskhelishvili, Georgi  and H\"{u}tt, Marc-Thorsten T.	 	 	 	10.1186/1752-0509-5-40	 	 	 	 	 	BMC Systems Biology	March	 	 	 	40	 	 	 	Analog regulation of metabolic demand	 		5	2011
perumal2011understanding	England	 	Perumal, Thanneer M.  and Gunawan, Rudiyanto	 	 	 	10.1186/1752-0509-5-41	 	 	 	 	 	BMC Systems Biology	March	 	 	 	41	 	 	 	Understanding dynamics using sensitivity analysis: caveat and solution	 		5	2011
saka2011theoretical	England	 	Saka, Yasushi  and Lhoussaine, {C}\'{e}dric  and Kuttler, Celine  and Ullner, Ekkehard  and Thiel, Marco	 	 	 	10.1186/1752-0509-5-54	 	 	 	 	 	BMC Systems Biology	April	 	 	 	54	 	 	 	Theoretical basis of the community effect in development	 		5	2011
jenkinson2011thermodynamically	England	 	Jenkinson, Garrett  and Goutsias, John	 	 	 	10.1186/1752-0509-5-64	 	 	 	 	 	BMC Systems Biology	May	 	 	 	64	 	 	 	Thermodynamically consistent model calibration in chemical kinetics	 		5	2011
bucher2011a	England	 	Bucher, Joachim  and Riedmaier, Stephan  and Schnabel, Anke  and Marcus, Katrin  and Vacun, Gabriele  and Weiss, Thomas S.  and Thasler, Wolfgang E.  and N\"{u}ssler, Andreas K.  and Zanger, Ulrich M.  and Reuss, Matthias	 	 	 	10.1186/1752-0509-5-66	 	 	 	 	 	BMC Systems Biology	May	 	 	 	66	 	 	 	A systems biology approach to dynamic modeling and inter-subject variability of statin pharmacokinetics in human hepatocytes	 		5	2011
schryer2011symbolic	England	 	Schryer, David W.  and Vendelin, Marko  and Peterson, Pearu	 	 	 	10.1186/1752-0509-5-81	 	 	 	 	 	BMC Systems Biology	May	 	 	 	81	 	 	 	Symbolic flux analysis for genome-scale metabolic networks	 		5	2011
fang2011exploring	England	 	Fang, Kechi  and Zhao, Hansheng  and Sun, Changyue  and Lam, Carolyn M. {C}.  and Chang, Suhua  and Zhang, Kunlin  and Panda, Gurudutta  and Godinho, Miguel  and Martins dos Santos, V\'{i}tor A. P.  and Wang, Jing	 	 	 	10.1186/1752-0509-5-83	 	 	 	 	 	BMC Systems Biology	May	 	 	 	83	 	 	 	Exploring the metabolic network of the epidemic pathogen Burkholderia cenocepacia J2315 via genome-scale reconstruction	 		5	2011
nag2011kinetic	England	 	Nag, Ambarish  and Lunacek, Monte  and Graf, Peter A.  and Chang, Christopher H.	 	 	 	10.1186/1752-0509-5-94	 	 	 	 	 	BMC Systems Biology	 	 	 	 	94	 	 	 	Kinetic modeling and exploratory numerical simulation of chloroplastic starch degradation	 		5	2011
smith2011a	England	 	Smith, Anthony {C}.  and Robinson, Alan J.	 	 	 	10.1186/1752-0509-5-102	 	 	 	 	 	BMC Systems Biology	 	 	 	 	102	 	 	 	A metabolic model of the mitochondrion and its use in modelling diseases of the tricarboxylic acid cycle	 		5	2011
westra2011construction	England	 	Westra, Jurjen W.  and Schlage, Walter K.  and Frushour, Brian P.  and Gebel, Stephan  and Catlett, Natalie L.  and Han, Wanjiang  and Eddy, Sean F.  and Hengstermann, Arnd  and Matthews, Andrea L.  and Mathis, Carole  and Lichtner, Rosemarie B.  and Poussin, Carine  and Talikka, Marja  and Veljkovic, Emilija  and Van Hooser, Aaron A.  and Wong, Benjamin  and Maria, Michael J.  and Peitsch, Manuel {C}.  and Deehan, Renee  and Hoeng, Julia	 	 	 	10.1186/1752-0509-5-105	 	 	 	 	 	BMC Systems Biology	July	 	 	 	105	 	 	 	Construction of a computable cell proliferation network focused on non-diseased lung cells	 		5	2011
bordbar2011iab	England	 	Bordbar, Aarash  and Jamshidi, Neema  and Palsson, Bernhard O.	 	 	 	10.1186/1752-0509-5-110	 	 	 	 	 	BMC Systems Biology	July	 	 	 	110	 	 	 	iAB-RBC-283: A proteomically derived knowledge-base of erythrocyte metabolism that can be used to simulate its physiological and patho-physiological states	 		5	2011
wei2011an	England	 	Wei, X. N.  and Han, B. {C}.  and Zhang, J. X.  and Liu, X. H.  and Tan, {C}. Y.  and Jiang, Y. Y.  and Low, B. {C}.  and Tidor, B.  and Chen, Y. {Z}.	 	 	 	10.1186/1752-0509-5-112	 	 	 	 	 	BMC Systems Biology	July	 	 	 	112	 	 	 	An integrated mathematical model of thrombin-, histamine-and VEGF-mediated signalling in endothelial permeability	 		5	2011
imam2011irsp1095	England	 	Imam, Saheed  and Yilmaz, Safak  and Sohmen, Ugur  and Gorzalski, Alexander S.  and Reed, Jennifer L.  and Noguera, Daniel R.  and Donohue, Timothy J.	 	 	 	10.1186/1752-0509-5-116	 	 	 	 	 	BMC Systems Biology	July	 	 	 	116	 	 	 	iRsp1095: a genome-scale reconstruction of the Rhodobacter sphaeroides metabolic network	 		5	2011
hoehndorf2011integrating	England	 	Hoehndorf, Robert  and Dumontier, Michel  and Gennari, John H.  and Wimalaratne, Sarala  and de Bono, Bernard  and Cook, Daniel L.  and Gkoutos, Georgios V.	 	 	 	10.1186/1752-0509-5-124	 	 	 	 	 	BMC Systems Biology	 	 	 	 	124	 	 	 	Integrating systems biology models and biomedical ontologies	 		5	2011
milne2011metabolic	England	 	Milne, Caroline B.  and Eddy, James A.  and Raju, Ravali  and Ardekani, Soroush  and Kim, Pan-Jun J. and Senger, Ryan S.  and Jin, Yong-Su S. and Blaschek, Hans P.  and Price, Nathan D.	 	 	 	10.1186/1752-0509-5-130	 	 	 	 	 	BMC Systems Biology	August	 	 	 	130	 	 	 	Metabolic network reconstruction and genome-scale model of butanol-producing strain Clostridium beijerinckii NCIMB 8052	 		5	2011
jensen2011tiger	England	 	Jensen, Paul A.  and Lutz, Kyla A.  and Papin, Jason A.	 	 	 	10.1186/1752-0509-5-147	 	 	 	 	 	BMC Systems Biology	September	 	 	 	147	 	 	 	TIGER: Toolbox for integrating genome-scale metabolic models, expression data, and transcriptional regulatory networks	 		5	2011
hadicke2011metabolic	England	 	H\"{a}dicke, Oliver  and Grammel, Hartmut  and Klamt, Steffen	 	 	 	10.1186/1752-0509-5-150	 	 	 	 	 	BMC Systems Biology	September	 	 	 	150	 	 	 	Metabolic network modeling of redox balancing and biohydrogen production in purple nonsulfur bacteria	 		5	2011
charusanti2011an	England	 	Charusanti, Pep  and Chauhan, Sadhana  and McAteer, Kathleen  and Lerman, Joshua A.  and Hyduke, Daniel R.  and Motin, Vladimir L.  and Ansong, Charles  and Adkins, Joshua N.  and Palsson, Bernhard O.	 	 	 	10.1186/1752-0509-5-163	 	 	 	 	 	BMC Systems Biology	October	 	 	 	163	 	 	 	An experimentally-supported genome-scale metabolic network reconstruction for Yersinia pestis CO92	 		5	2011
stobbe2011critical	England	 	Stobbe, Miranda D.  and Houten, Sander M.  and Jansen, Gerbert A.  and van Kampen, Antoine H. {C}.  and Moerland, Perry D.	 	 	 	10.1186/1752-0509-5-165	 	 	 	 	 	BMC Systems Biology	October	 	 	 	165	 	 	 	Critical assessment of human metabolic pathway databases: a stepping stone for future integration	 		5	2011
tiemann2011parameter	England	 	Tiemann, Christian A.  and Vanlier, Joep  and Hilbers, Peter A. J.  and van Riel, Natal A. W.	 	 	 	10.1186/1752-0509-5-174	 	 	 	 	 	BMC Systems Biology	October	 	 	 	174	 	 	 	Parameter adaptations during phenotype transitions in progressive diseases	 		5	2011
wangorsch2011time	England	 	Wangorsch, Gaby  and Butt, Elke  and Mark, Regina  and Hubertus, Katharina  and Geiger, J\"{o}rg  and Dandekar, Thomas  and Dittrich, Marcus	 	 	 	10.1186/1752-0509-5-178	 	 	 	 	 	BMC Systems Biology	October	 	 	 	178	 	 	 	Time-resolved in silico modeling of fine-tuned cAMP signaling in platelets: feedback loops, titrated phosphorylations and pharmacological modulation	 		5	2011
bordbar2011a	England	 	Bordbar, Aarash  and Feist, Adam M.  and Usaite-Black, Renata  and Woodcock, Joseph  and Palsson, Bernhard O.  and Famili, Iman	 	 	 	10.1186/1752-0509-5-180	 	 	 	 	 	BMC Systems Biology	October	 	 	 	180	 	 	 	A multi-tissue type genome-scale metabolic network for analysis of whole-body systems physiology	 		5	2011
baumler2011the	England	 	Baumler, David J.  and Peplinski, Roman G.  and Reed, Jennifer L.  and Glasner, Jeremy D.  and Perna, Nicole T.	 	 	 	10.1186/1752-0509-5-182	 	 	 	 	 	BMC Systems Biology	November	 	 	 	182	 	 	 	The evolution of metabolic networks of {E}. coli	 		5	2011
celliere2011plasticity	England	 	Celli\`{e}re, Geraldine  and Fengos, Georgios  and Herv\'{e}, Marianne  and Iber, Dagmar	 	 	 	10.1186/1752-0509-5-184	 	 	 	 	 	BMC Systems Biology	November	 	 	 	184	 	 	 	Plasticity of TGF-$\beta$ signaling	 		5	2011
jablonsky2011modeling	England	 	Jablonsky, Jiri  and Bauwe, Hermann  and Wolkenhauer, Olaf	 	 	 	10.1186/1752-0509-5-185	 	 	 	 	 	BMC Systems Biology	November	 	 	 	185	 	 	 	Modeling the Calvin-Benson cycle	 		5	2011
cakmak2011pathcase	England	 	Cakmak, Ali  and Qi, Xinjian  and Coskun, Sarp A.  and Das, Mitali  and Cheng, En  and Cicek, A. Ercument  and Lai, Nicola  and Ozsoyoglu, Gultekin  and Ozsoyoglu, {Z}. Meral	 	 	 	10.1186/1752-0509-5-188	 	 	 	 	 	BMC Systems Biology	 	 	 	 	188	 	 	 	PathCase-SB architecture and database design	 		5	2011
peyraud2011genome	England	 	Peyraud, R\'{e}mi  and Schneider, Kathrin  and Kiefer, Patrick  and Massou, St\'{e}phane  and Vorholt, Julia A.  and Portais, Jean-Charles C.	 	 	 	10.1186/1752-0509-5-189	 	 	 	 	 	BMC Systems Biology	November	 	 	 	189	 	 	 	Genome-scale reconstruction and system level investigation of the metabolic network of Methylobacterium extorquens AM1	 		5	2011
waltemath2011reproducible	England	 	Waltemath, Dagmar  and Adams, Richard  and Bergmann, Frank T.  and Hucka, Michael  and Kolpakov, Fedor  and Miller, Andrew K.  and Moraru, Ion {I}.  and Nickerson, David  and Sahle, Sven  and Snoep, Jacky L.  and Le Nov\`{e}re, Nicolas	 	 	 	10.1186/1752-0509-5-198	 	 	 	 	 	BMC Systems Biology	December	 	 	 	198	 	 	 	Reproducible computational biology experiments with {SED-ML}--the Simulation Experiment Description Markup Language	 		5	2011
schliemann2011heterogeneity	England	 	Schliemann, Monica  and Bullinger, Eric  and Borchers, Steffen  and Allg\"{o}wer, Frank  and Findeisen, Rolf  and Scheurich, Peter	 	 	 	10.1186/1752-0509-5-204	 	 	 	 	 	BMC Systems Biology	December	 	 	 	204	 	 	 	Heterogeneity reduces sensitivity of cell death for TNF-stimuli	 		5	2011
maier2011knowledge	England	 	Maier, Dieter  and Kalus, Wenzel  and Wolff, Martin  and Kalko, Susana G.  and Roca, Josep  and de Mas, Igor Marin  and Turan, Nil  and Cascante, Marta  and Falciani, Francesco  and Hernandez, Miguel  and Vill\`{a}-Freixa, Jordi  and Losko, Sascha  and Marin de Mas, Igor	 	 	 	10.1186/1752-0509-5-38	 	 	 	 	 	BMC Systems Biology	March	 	1	 	38	BioMed Central Ltd	 	 	Knowledge management for systems biology a general and visually driven framework applied to translational medicine	 		5	2011
granqvist2011automated	 	 	Granqvist, Emma  and Oldroyd, Giles ED  and Morris, Richard J.	 	 	 	10.1186/1752-0509-5-97	 	 	 	 	 	BMC Systems Biology	 	 	1	 	97	BioMed Central	 	 	Automated {B}ayesian model development for frequency detection in biological time series	 		5	2011
splendiani2011knowledge	England	 	Splendiani, Andrea  and G\"{u}ndel, Michaela  and Austyn, Jonathan M.  and Cavalieri, Duccio  and Scognamiglio, Ciro  and Brandizi, Marco	 	 	 	10.1093/bib/bbr051	 	 	 	 	 	Briefings in Bioinformatics	November	 	6	 	562-75	 	 	 	Knowledge sharing and collaboration in translational research, and the DC-THERA Directory	 		12	2011
klipp2011computational	 	 	Klipp, Edda  and Krause, Falko	Cancer Systems Biology, Bioinformatics and Medicine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Computational Tools for Systems Biology	 		 	2011
macilwain2011systems	United States	 	Macilwain, Colin	 	 	 	10.1016/j.cell.2011.02.044	 	 	 	 	 	Cell	March	 	6	 	839-41	 	 	 	Systems biology: evolving into the mainstream	 		144	2011
ayyadurai2011cytosolve	 	 	Ayyadurai, V. A. Shiva  and Dewey, {C}. Forbes	 	 	 	10.1007/s12195-010-0143-x	 	 	 	 	 	Cellular and Molecular Bioengineering	March	 	1	 	28-45	 	 	 	CytoSolve: A Scalable Computational Method for Dynamic Integration of Multiple Molecular Pathway Models	 		4	2011
subramaniam2011bioinformatics	United States	 	Subramaniam, S.  and Fahy, E.  and Gupta, S.  and Sud, M.  and Byrnes, RW W. and Cotter, D.  and Dinasarapu, AR R. and Maurya, MR R.	 	 	 	10.1021/cr200295k	 	 	 	 	 	Chemical Reviews	October	 	10	 	6452-6490	AMER CHEMICAL SOC, 1155 16TH ST, NW, WASHINGTON, DC 20036 USA	 	 	Bioinformatics and Systems Biology of the Lipidome	 		111	2011
salminen2011data	 	 	Salminen, Airi  and Tompa, Frank	Communicating with {XML}	 	 	 	 	 	 	 	 	 	 	 	 	 	113-147	Springer	 	 	Data-Centric and Multimedia Components	 		 	2011
raju2011a	England	 	Raju, Rajesh  and Balakrishnan, Lavanya  and Nanjappa, Vishalakshi  and Bhattacharjee, Mitali  and Getnet, Derese  and Muthusamy, Babylakshmi  and Kurian Thomas, Joji  and Sharma, Jyoti  and Rahiman, B. Abdul  and Harsha, H. {C}.  and Shankar, Subramanian  and Prasad, T. S. Keshava  and Mohan, S. Sujatha  and Bader, Gary D.  and Wani, Mohan R.  and Pandey, Akhilesh	 	 	 	10.1093/database/bar021	 	 	 	 	 	Database	 	 	 	 	bar021	 	 	 	A comprehensive manually curated reaction map of RANKL/RANK-signaling pathway	 		2011	2011
haw2011the	England	 	Haw, Robin A.  and Croft, David  and Yung, Christina K.  and Ndegwa, Nelson  and D'Eustachio, Peter  and Hermjakob, Henning  and Stein, Lincoln D.	 	 	 	10.1093/database/bar031	 	 	 	 	 	Database	 	 	 	 	bar031	 	 	 	The Reactome BioMart	 		2011	2011
raju2011netslim	 	 	Raju, Rajesh  and Nanjappa, Vishalakshi  and Balakrishnan, Lavanya  and Radhakrishnan, Aneesha  and Thomas, Joji Kurian  and Sharma, Jyoti  and Tian, Maozhen  and Palapetta, Shyam Mohan  and Subbannayya, Tejaswini  and Sekhar, Nirujogi Raja  and Muthusamy, Babylakshmi  and Goel, Renu  and Subbannayya, Yashwanth  and Telikicherla, Deepthi  and Battacharjee, Mitali  and Pinto, Sneha M.  and Syed, Nazia  and Srikanth, Manda Srinivas  and Sathe, Gajanan J.  and Ahmad, Sartaj  and Chaven, Sandip N.  and Kumar, Ghantasala S. Sameer  and Marimuthu, Arivusudar  and Prasad, T.S.K.  and Harsha, H.{C}.  and Rahiman, B. Abdul  and Ohara, Osamu  and Bader, Gary D.  and Mohan, S. Sujatha  and Schiemann, William P.  and Pandey, Akhilesh	 	 	 	10.1093/database/bar032	 	 	 	 	 	Database	 	 	 	 	bar032	Oxford University Press	 	 	NetSlim: high-confidence curated signaling maps	 		2011	2011
yamamoto2011inoh	England	 	Yamamoto, Satoko  and Sakai, Noriko  and Nakamura, Hiromi  and Fukagawa, Hiroshi  and Fukuda, Ken  and Takagi, Toshihisa	 	 	 	10.1093/database/bar052	 	 	 	 	 	Database	 	 	 	 	bar052	 	 	 	INOH: ontology-based highly structured database of signal transduction pathways	 		2011	2011
chandran2011computer	 	 	Chandran, Deepak  and Bergmann, Frank T.  and Sauro, Herbert M.  and Densmore, Douglas	Design and Analysis of Biomolecular Circuits	 	 	 	 	 	 	 	 	 	 	 	 	 	203-224	Springer	 	 	Computer-aided design for synthetic biology	 		 	2011
beal2011high	 	 	Beal, Jacob  and Phillips, Andrew  and Densmore, Douglas  and Cai, Yizhi	Design and analysis of biomolecular circuits	 	 	 	 	 	 	 	 	 	 	 	 	 	225-252	Springer	 	 	High-level programming languages for biomolecular systems	 		 	2011
galdzicki2011data	 	 	Galdzicki, Michal  and Chandran, Deepak  and Gennari, John H.  and Sauro, Herbert M.	Design and Analysis of Biomolecular Circuits	 	 	 	 	 	 	 	 	 	 	 	 	 	281-293	Springer	 	 	Data Model Standardization for Synthetic Biomolecular Circuits and Systems	 		 	2011
johnson2011tumorml	 	 	Johnson, David  and Cooper, Jonathan  and McKeever, Steve	Engineering in Medicine and Biology Society, EMBC, 2011 Annual International Conference of the IEEE	 	 	 	 	 	 	 	 	 	 	 	 	 	441-444	 	 	 	TumorML: Concept and requirements of an in silico cancer modelling markup language	 		 	2011
cheng2011a	United States	 	Cheng, Shu  and Bois, Frederic Y.	 	 	 	10.1289/ehp.1103510	 	 	 	 	 	Environmental Health Perspectives	December	 	12	 	1712-8	 	 	 	A mechanistic modeling framework for predicting metabolic interactions in complex mixtures	 		119	2011
hucka_2011	 	 	Hucka, Michael  and Bergmann, Frank T.  and Keating, Sarah M.  and Smith, Lucian	e{S}cience 2011: 7th IEEE International Conference on e-Science	 	 	10.1109/eScienceW.2011.28	 	 	 	 	 	 	 	 	 	 	143-150	IEEE Press	 	 	A profile of today's {{SBML}}-compatible software	 		 	2011
manninen2011modeling	Germany	 	Manninen, Tiina  and Hituri, Katri  and Toivari, Eeva  and Linne, Marja-Leena L.	 	 	 	10.1155/2011/797250	 	 	 	 	 	EURASIP Journal on Bioinformatics and Systems Biology	 	 	 	 	797250	 	 	 	Modeling signal transduction leading to synaptic plasticity: evaluation and comparison of five models	 		2011	2011
john2011biochemical	 	 	John, Mathias  and Lhoussaine, {C}\'{e}dric  and Niehren, Joachim  and Versari, Cristian	European Symposium on Programming	 	 	 	 	 	 	 	 	 	 	 	 	 	338-357	 	 	 	Biochemical reaction rules with constraints	 		 	2011
hubner2011applications	 	 	H\"{u}bner, Katrin  and Sahle, Sven  and Kummer, Ursula	 	 	 	10.1111/j.1742-4658.2011.08217.x	 	 	 	 	 	FEBS Journal	August	 	16	 	2767-857	 	 	 	Applications and trends in systems biology in biochemistry	 		278	2011
gloaguen2011mapping	Switzerland	 	Gloaguen, Pauline  and Cr\'{e}pieux, Pascale  and Heitzler, Domitille  and Poupon, Anne  and Reiter, Eric	 	 	 	10.3389/fendo.2011.00045	 	 	 	 	 	Frontiers in Endocrinology	 	 	 	 	45	 	 	 	Mapping the follicle-stimulating hormone-induced signaling networks	 		2	2011
choi2011when	Switzerland	 	Choi, Hyungwon  and Pavelka, Norman	 	 	 	10.3389/fgene.2011.00105	 	 	 	 	 	Frontiers in Genetics	 	 	 	 	105	 	 	 	When one and one gives more than two: challenges and opportunities of integrative omics	 		2	2011
grewe2011a	Switzerland	 	Grewe, Jan  and Wachtler, Thomas  and Benda, Jan	 	 	 	10.3389/fninf.2011.00016	 	 	 	 	 	Frontiers in Neuroinformatics	 	 	 	 	16	 	 	 	A Bottom-up Approach to Data Annotation in Neurophysiology	 		5	2011
eissing2011a	 	 	Eissing, Thomas  and Kuepfer, Lars  and Becker, Corina  and Block, Michael  and Coboeken, Katrin  and Gaub, Thomas  and Goerlitz, Linus  and Jaeger, Juergen  and Loosen, Roland  and Ludewig, Bernd	 	 	 	 	 	 	 	 	 	Frontiers in Physiology	 	 	 	 	 	Frontiers Research Foundation	 	 	A computational systems biology software platform for multiscale modeling and simulation: integrating whole-body physiology, disease biology, and molecular reaction networks	 		2	2011
winslow2011grand	 	 	Winslow, Raimond L.	 	 	 	10.3389/fphys.2011.00079	 	 	 	 	 	Frontiers in Physiology	 	 	 	 	 	Frontiers Media SA	 	 	Grand Challenges in Computational Physiology and Medicine	 		2	2011
mi2011ontologies	Switzerland	 	Mi, Huaiyu  and Thomas, Paul D.	 	 	 	10.3389/fphys.2011.00005	 	 	 	 	 	Frontiers in Physiology	 	 	 	 	5	 	 	 	Ontologies and standards in bioscience research: for machine or for human	 		2	2011
overgaard2011a	Switzerland	 	Overgaard, Morten  and Mogensen, Jesper	 	 	 	10.3389/fpsyg.2011.00079	 	 	 	 	 	Frontiers in Physiology	 	 	 	 	79	 	 	 	A framework for the study of multiple realizations: the importance of levels of analysis	 		2	2011
bechhofer2011why	 	 	Bechhofer, S.  and Buchan, {I}.  and De Roure, D.  and Missier, P.  and Ainsworth, J.  and Bhagat, J.  and Couch, P.  and Cruickshank, D.  and Delderfield, M.  and Dunlop, {I}.	 	 	 	 	 	 	 	 	 	Future Generation Computer Systems	 	 	 	 	 	Elsevier	 	 	Why linked data is not enough for scientists	 		 	2011
mendum2011interrogation	England	 	Mendum, Tom A.  and Newcombe, Jane  and Mannan, Ahmad A.  and Kierzek, Andrzej M.  and McFadden, Johnjoe	 	 	 	10.1186/gb-2011-12-12-r127	 	 	 	 	 	Genome Biology	December	 	12	 	R127	 	 	 	Interrogation of global mutagenesis data with a genome scale model of Neisseria meningitidis to assess gene fitness in vitro and in sera	 		12	2011
dallolio2011the	England	 	Dall'Olio, Giovanni Marco  and Jassal, Bijay  and Montanucci, Ludovica  and Gagneux, Pascal  and Bertranpetit, Jaume  and Laayouni, Hafid	 	 	 	10.1093/glycob/cwq215	 	 	 	 	 	Glycobiology	November	 	11	 	1395-400	 	 	 	The annotation of the asparagine N-linked glycosylation pathway in the Reactome database	 		21	2011
neelamegham2011systems	England	 	Neelamegham, Sriram  and Liu, Gang	 	 	 	10.1093/glycob/cwr036	 	 	 	 	 	Glycobiology	December	 	12	 	1541-53	 	 	 	Systems glycobiology: biochemical reaction networks regulating glycan structure and function	 		21	2011
megchelenbrink2011flux	 	 	Megchelenbrink, Wout  and Huynen, Martijn  and Marchiori, Elena	IAPR International Conference on Pattern Recognition in Bioinformatics	 	 	 	 	 	 	 	 	 	 	 	 	 	214-224	 	 	 	Flux measurement selection in metabolic networks	 		 	2011
bouteiller2011integrated	 	 	Bouteiller, Jean-Marie {C}. -. M. {C}. and Allam, Sushmita L.  and Hu, Eric Y.  and Greget, Renaud  and Ambert, Nicolas  and Keller, Anne Florence  and Bischoff, Serge  and Baudry, Michel  and Berger, Theodore W.	 	 	 	10.1109/TBME.2011.2158605	 	 	 	 	 	IEEE Transactions on Biomedical Engineering	October	 	10	 	3008	{NIH} Public Access	 	 	Integrated multiscale modeling of the nervous system: predicting changes in hippocampal network activity by a positive AMPA receptor modulator	 		58	2011
chatziioannou2011grissom	United States	 	Chatziioannou, Aristotelis A.  and Kanaris, Ioannis  and Doukas, Charalampos  and Moulos, Panagiotis  and Kolisis, Fragiskos N.  and Maglogiannis, Ilias	 	 	 	10.1109/TITB.2010.2092784	 	 	 	 	 	IEEE Transactions on Information Technology in Biomedicine	January	 	1	 	83-92	 	 	 	GRISSOM platform: enabling distributed processing and management of biological data through fusion of grid and web technologies	 		15	2011
raamesh2011method	 	 	Raamesh, Lilly  and Uma, G. V.	Information Technology and Mobile Communication	 	 	 	 	 	 	 	 	 	 	 	 	 	327-331	Springer	 	 	Method to Improve the Efficiency of the Software by the Effective Selection of the Test Cases from Test Suite Using Data Mining Techniques	 		 	2011
eckstein2011molekularbiologische	 	 	Eckstein, Silke	Informationsmanagement in der Systembiologie	 	 	 	 	 	 	 	 	 	 	 	 	 	45-94	Springer	 	 	Molekularbiologische Datenbanken und Austauschformate	 		 	2011
eckstein2011biologische	 	 	Eckstein, Silke	Informationsmanagement in der Systembiologie	 	 	 	 	 	 	 	 	 	 	 	 	 	207-244	Springer	 	 	Biologische Netzwerke als {P}etri-Netze	 		 	2011
swat2011what	England	 	Swat, Maciej  and Kiebasa, Szymon M.  and Polak, Sebastian  and Olivier, Brett  and Bruggeman, Frank J.  and Tulloch, Mark Quinton  and Snoep, Jacky L.  and Verhoeven, Arthur J.  and Westerhoff, Hans V.	 	 	 	10.1098/rsfs.2010.0011	 	 	 	 	 	Interface Focus	February	 	1	 	16-23	 	 	 	What it takes to understand and cure a living system: computational systems biology and a systems biology-driven pharmacokinetics-pharmacodynamics platform	 		1	2011
